Text,Classification
i went to dads caught up with alice watched idol which was extremly crap and boring i dont know why i watch it but i feel like i need to be loyal to it,love
i just feel so ugly,sadness
i wont feel so damn idiotic,sadness
i feel for the genuinely shy and cautious women at home who after reading shades think that theres something wrong with them that they dont orgasm when someone touches their boob,fear
ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,fear
i feel i am kinda pissed off,anger
i still feel a little shitty right now as i type this,sadness
ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,anger
i feel a bit pissed off because we went first,anger
i was feeling horny so we let her in,love
i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,joy
i wonder what life is like for other people people who can love and be loved who can have sex and enjoy the experience who can feel happiness who get to feel accepted and wanted and needed,joy
i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,fear
i wake up i realize that my panty is wet and i feel very horny,love
i know now and i knew then that it was a season of learning about trusting god and i do feel more peaceful and calm because of it,joy
i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,anger
i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,sadness
i compare myself whether it s to her lifestyle business acumen or physical beauty i set myself up for failure immediately feeling ugly and a tsunami of self doubt ensues,sadness
i feel like if we are longing to hear god hungry to see him and looking for him in our lives he will reveal himself through many and any manner possible,love
i started feeling ugly and started all over again,sadness
i feel him frantic now humping against my hip moaning when i suck his tongue into my mouth,fear
i was starting to feel resentful towards ah kiat with regards to his obsessive and anal approach towards the house and forgetting he has only treated me with lots of love care and attention so far since weve been together,anger
i acted like a little girl by acting cute towards you asking if you wanna share a diary with me amp you said youre still feeling pissed and you want me to stop adding the problems and make things hard for us,anger
i tend to err on the justice side of things and so over the past few years i feel that ive become a lot more jaded and unwilling to let god deal with people as he sees,sadness
i imagined its what zombies must feel like because each time i would wake up pissed,anger
i feel that lajoie would definitely be one of the hall of famers that a casual baseball fan would say who the hell is that,joy
i was really feeling shitty both physically and emotionally and it even took me some time to realize that a nailart session would have been the right positive treat to cheer myself up,sadness
i had hernia surgery on friday night and i still feel awful even though lots of people said i d be as good as new in a few days so now i feel shitty because i hurt and also shitty because i hurt,sadness
i feel useless i feel stupid,sadness
i cant get wrapped up in that kind of crap tv because my brain starts getting mushy and i feel feverishly hostile,anger
i feel you jerked a little surprised at the hand that touched you,surprise
i dont have a god to turn to doesnt mean i dont feel offended by that,anger
i feel so ugly and ashamed img src http s,sadness
im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,anger
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,fear
i have essentially at least in my mind solved these design problems i just don t messing feel like working them out in all their iterations i just feel like i can t be bothered leave that shit to the junior designers,anger
i also love to be complimented substantially more when i feel like i look shitty,sadness
i know it is really hard on him to not be here i think he feels like he misses out on a lot with our sweet girl,joy
i was feeling extremely horny while out of town visting some friends of mine in south florida,love
i can see a lot of strain on people i can tell they are feeling pretty shitty or not what they are supposed to be pretending,sadness
i hate it i am feeling bothered by my boob size,anger
i feel like im becoming the most dull witless stupid zombie by spending my life with him and his friends,sadness
i feel her longing to be touched and all that but really with the guy who wanted to control you and make you kill other people,love
i did feel my heart rate increase after the baths and i am curious as to how they d work in the long run on a fat loss plan but between the cost of lbs of ice at a time and the increasingly low temperatures in my apartment i gave them up after a short run,surprise
i like frappes and shit when im feeling naughty but i drink tea daily,love
i feel more than ever that the computers i pour code and art into are extensions of myself and thats pretty goddamned cool in my book but i am hopelessly romantic about creativity and prone to fits of stereotypical artist bullshit so grain of salt,joy
i must tell you i feel pretty stupid standing in my yard revving the motor letting it stop revving the motor and letting it stop times to get more inches of line,sadness
i decided that i was feeling so horny that i would have to do something before i burst,love
i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,anger
im just gonna end here cause i feel stupid lying on my bed typing non stop for the past mins,sadness
id be feeling shaky too if id spent a week contemplating how id just pissed away my lifes work,fear
i feel like the saddest most pathetic piece of shit on this planet,sadness
i feel so stupid because the first week of it fair wasnt even worth working for,sadness
i am feeling really weepy today i am sure i will feel better tomorrow xxx,sadness
i cant help but feel someones going to end up pissed at me,anger
i also feel a strong sexual current flowing through me but it has no actual desire for release like the pillar of electric fire in the pillar,joy
i begin to write back to god expressing to him my thoughts and feelings my fears my desires during those times are when i feel my soul being content,joy
i feel violent wanna kill someone anyone or kiss them,anger
i feel like i have to pee already just thinking about this thing poking at my g spot but i m determined to find a stimulation method i enjoy,joy
i told you how i felt and you treated me bad you made me feel so stupid but you know what,sadness
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger
i feel very clearly now and am reassured that in leaving we did the thing that we needed to do the thing that god was leading us to do,joy
i am having my usual october where things are drastically in flux where i am feeling melancholy at best and where god is asking me to step off the cliff and have faith he will provide,sadness
i feel stupid every time i even think about it,sadness
i missed the blessing of god s providence the feeling that god was caring for me and protecting me,love
i feel that it is vital that the artist has a passion for what he she does,joy
i was feeling shitty inside but never show it,sadness
i did blog about some really stupid stuff in the past and i cant stop feeling so embarrassed that i speak or think in that manner but i guess since this is a new phase in my life i would like to pen some thoughts down,sadness
i feel so messing stupid for doing so,sadness
i must be really feeling shitty if im sinking down to that level,sadness
i feel depressed my old sexual demon returns and that banishes my despair in mad displays of wild exhibitionism april part two a href http newrhinegargoyle,sadness
i know i ll never commit incest but why it feels so much charming,joy
im not trying to disagree with same sex intercourse or what to me it just feels weird gt,fear
i would feel so pissed off,anger
i kneels in front of the bed and lower his head above the older man s crotch and ni ya is surprised to feel tender kisses planted on his hips and inner thighs,love
i like to use pineapple grapes watermelon and berries add some fresh chopped mint for a cool refreshing flavor and if youre feeling festive you can even add a little liqueur like coconut rum or drambuie,joy
i know ill feel shitty the whole time,sadness
i feel really horny when i wear them they hug my c k balls really nicely,love
i feel permanently unimportant and i feel stupid,sadness
i shall never rest until each and every ukrainian will feel that he she is a precious part of an inclusive ukrainian society whose historical roots have always been diverse and multi national language issue,joy
i feel god can be humorous and creative and just so awesome,joy
i just feel humiliated and stupid that i didnt realize that all these things were only pushing you farther away from me,sadness
i was feeling kind of hesitant about food which sucked because we were going out to dinner that night followed by drinking,fear
i pray that you feel the presence of god around you and that you realize that the birth of gods son was a precious gift for you and you never have to be alone,joy
im feeling like a shitty person right now because i just did or worse,sadness
i feel exceptionally lucky to visit suzanna whose life here is pretty damn idyllic at least from the perspective of a vacationer breezing in for a week,joy
i feel a violent urge to vomit and back out of the room,anger
i feel the tug of the fabric against my thighs and butt i am overwhelmed with the feeling that i am just too fat,surprise
i feel that i ll be doomed to long pants and ugly shoes for the rest of my life and i m not even yet,sadness
i hurt so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless,sadness
i sometimes feel that this is inadequate that my mind too often slips from focusing on god and jumps to my own selfish thoughts and the tasks at hand in the classroom,sadness
i feel her frustration when i see those ugly numbers and i feel her pain when an infusion site i insert into her body causes her to wince in pain,sadness
i are gay and feel assaulted by the right wing,fear
i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always mess up shit,anger
i know this makes me a bitch and a half but i cannot help but feel a little triumphant when i see an old nemesis come into my workplace pregnant kid in tow fat husband waiting in the pickup truck rushed and clearly unhappy,joy
im also feeling overwhelmed by how often im saying im too old for that shit,surprise
i care about but i feel unimportant to because they have their shit together enough so that they dont need me anymore,sadness
im so excited thinking that some hot man might see my sweet little pussy this makes me feel so naughty a naught little girl hehehehehe,love
i can barely maintain long distance relationships because im too invested in feeling shitty alone,sadness
i don t really know what the suicide attempt accomplished other than me feeling ashamed embarrassed and stupid,sadness
i just feel like i should become an ungrateful bastard instead,sadness
im sure there are not actually multiple people looking at this crap right now but basically i feel the urge to share something with the few unfortunate people who are probably as bored at work as i currently am,sadness
i think i m royally screwed up and heading down a one way street to crazy town but because i ve recently come to realize that things about my past affect how i am today even when i don t realize it and even when i don t feel damaged,sadness
i still have the wtf feeling and regretful feeling until today though just a kiss but a stranger,sadness
i suddenly felt how statesmen feel when mobbed by the press or how doomed men feel right before they are lynched or stoned by a mob,sadness
i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,anger
im feeling horny right now,love
i feel i have been too damn considerate of others in the area of interpretations,love
i know what i believe and how i feel but some part of me is still hesitant because the old me would have said that anyone who believed there was a god was crazy,fear
i feel ugly he can smile at me with this look in his eye and i know that not only does he love me but he is still in love with me,sadness
i feel ugly disgusted and like a pig,sadness
i didn t want them sending me crap i d feel almost insulted to win and embarrassed for whoever made it like in oregon,anger
i am feeling completely irritated right now and i have no idea why maybe because he is usually just getting home from school so the last hour of these god awful videos have imposed on my time,anger
i feel like i can trust them though seeing how they can understand how other women can be bitchy and neither of us want to deal with that shit,anger
i am feeling and how much i am trusting god varies enormously,joy
i feel i am a heartless cold bitch,anger
i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad,anger
i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger
i feel no word can be quite as dirty as the word sexual intercourse where it is used wrongly,sadness
i feel so messing horny,love
i was still feeling the effects of marathon sex julie looked amazing,joy
i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,sadness
i suppose its fairly normal to feel doomed when life is all shit around you,sadness
i feel so useless and stupid,sadness
i waited to hold my precious boy in my arms no i did not get to feel his sweet skin against mine after his birth no i could not rub his soft hair or look into his beautiful eyes but god had a plan,joy
i was gay that i began to feel disturbed and embarrassed,sadness
i just feel stupid for not realizing what was going on sooner,sadness
i feel sad because levi certainly wont want to run a race against his typical peers because theres no way hell win,sadness
i said im beat and not feeling too creative but this was one hell of a day,joy
i was completely naked and feeling horny,love
i currently feel like crap but have to at least show my face at work lest they get suspicious at my ringing in sick the day after my holidays,fear
i have been walking around feeling pissed off at the world lately,anger
im not much of a people watcher or a voyeur so i feel kinda weird when walking around taking street shots,fear
im feeling really stupid and more than a bit panicky but i phone the doctors and they see me straight away,sadness
i am being selfish but i feel like me trying to make him horny is redundant because he is always horny and i feel like he should try harder to make me horny,love
i feel so pissed of for the fact that i am not that talented and creative as many others designers are,anger
i had the love of my life in nathan been in love and shit and here was travis and i felt hardly anything and im sitting here feeling doomed that i would never again find someone who would give me that spark,sadness
i feel that god sends us some distractions just to see how determined we are to reach our goals,joy
i am just feeling shitty right now,sadness
i was feeling rather smug about being a black toenail virgin despite having run for a little over years now,joy
i feel mellow and shit i swear you got that touch swear they ain t stopping us swear there ain t nothing above girl give me some love yeah yeah yeah x,joy
i feel so sorrowful so dejected the words ring through my head i am so damn affected by everything you say and all that you do why can t i let go i want to be happy too,sadness
i feel is a valuable reason was the alone time that debra and i had driving to woodston camp kansas assemblies of god family camp,joy
i feel humiliated at her apartment i came here to this family i feel stuckin this life and go the hell i do not want to be more present in my life,sadness
i feel kinda mellow though i think that time of the month is going to turn me into a raging bitch i had my moments last night when i felt totally angry and just like cranky and really restless,joy
i feel assured thankk god,joy
i feel like an ungrateful ass,sadness
i tried it naked gardening and it feels lovely to have the sun on your back and to feel the plants while you are working in the borders,love
i wasnt actually a registered conference goer well i was in one dealing with sexual abuse in the gay community that kind of awoken some feelings i had repressed for a long time,sadness
i didn t sleep well last night and i woke up feeling to borrow a wonderful phrase from a book i read rough as a badger s arse,joy
ive just been told that i should feel more remorseful about the whole thing and that i should hang my head low for a long while because im pond scum,sadness
i was feeling pissed then,anger
i end up feeling very rushed and exhausted by the time we sit down to eat and i don t take the time to really think about what i am thankful for much less take time express that to god,anger
i take the offense that is most frightening to me when i am feeling the most vulnerable in close relationships with others and i draw that offense and all my frightful vulnerability into the love of god into the mercy seat that fills me full,fear
i feel horny i feel horny anyone wanna see me,love
i haven t seen that side of him for a couple of years now that hes on some medications may be depression is genetic and thats why i feel so shitty all the time,sadness
i just want the best for that boy maybe i can really stop feeling like im a heartless bitch,anger
i shall just sleep feeling pissed psssh,anger
i feel stupid dumb and unwanted,sadness
i feel like an idiotic twat for some of the things i have written in the past and for some of the things i have advertised having done,sadness
i am so pissed now lol screaming silently baby sleep beside me well thats that and tody is another day and i feel like being petty,anger
im waiting to go to my decal right now and i feel really shitty so i dont want to do any studying for the time being,sadness
i hope to god it is a false reading because i feel so unprotected without him,fear
i feel so privileged that god made this plan for us,joy
i bet you ll feel absolutely horny on watching shameless blond lad make his guy cry of pleasure caused by hottest fist mess,love
i still feel slightly strange with sorrow but i know its not something of god but of satan,surprise
im feeling about as horny as a dead goat,love
im just feeling pissed,anger
i was in the bathroom i had sat down to pee it was to make me feel submissive again per instructions,sadness
i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything s fine even though we re pissy at each other,sadness
i don t feel so nervous doing new things anymore i have more of an this is what i have to do and i will do it type of attitude rather than an i really hope i dont screw up type of attitude,fear
i friends its a feeling that runs under everything he is every dumbass word he says and moronic thing he does but its worst when hes with rukia,sadness
i trust though it may take more courage than i feel i have that our god is a faithful god and even when i dont see the bigger picture my lord does,joy
i can do this but after a romantic meal and a few glasses of wine i m tired and lethargic and the last thing i feel like is some vigorous humping action,joy
i really hope im the only blogger they have treat this badly as i still feel super lousy about all and i wouldnt wish this crap on my worst enemy,joy
i can feel like crap and be safe,joy
i move in to sit real close close enough to smell the cherry candy you ve been sucking on close enough to feel nervous,fear
i feel awful for so but he has to know im not lying about what the kid does sometimes if hell stoop to pending on himself,sadness
i feel passionate about and want to convey in my stories are not suburban north america but the truths of who god is are bigger than geography,joy
i came home early i caught my year old daughter having sex and i feel devastated,sadness
i miss him and its nice to see him it does suck that when i do see him i always feel rushed,anger
i sat there in the park friday night listening as he listed everything thatd happened for the past months that had made him feel shitty,sadness
i also love this one but will be able to send it to a good home without feeling like i m giving away a vital organ,joy
i pray that i may feel sure that there is nothing that god cannot accomplish in changing my life,joy
i think i agree but it does give me an extra measure of humility when i feel really stupid,sadness
i always had this feeling though that if we did have more surely surely god would give me a break and bless me with a peaceful baby,joy
i hate feeling like that because its stupid,sadness
i feel myself getting pissed off at the tiniest things all the time,anger
i can feel the joy god must have felt in creating a spot such as this and i feel the joy he has in calling me his beloved,joy
i think some people are unintelligent but want to feel intelligent so they just answer questions with nonsense answers so they can earn points and ask stupid questions like will u go out with me and stuff like that,joy
i dragged my lazy ass albeit a cute one out of bed this morning i suddenly feel morally superior to everyone else,joy
i love reading i feel positively rich when the house is full of new books learning new things and as the pain is relentless i can t really pace myself i spend my days pottering from job to job depending on how stupid i feel like being,joy
i feel like such a lame person but sigh i just don t know what to do i m so damn shy,sadness
i were honest i could admit to those feelings from time to time but as jonah knows god is gracious and lucky for jonah and me god is still gracious gracious to people like us,love
i guess ill just feel awkward with him for a while till i get over shit,sadness
i feel all slutty for some reason oh wait i know ive had like guys talk to me about sex and stuff one guy dave was like,love
i feel quite honored to exhibit my work in portugal especially within the critical and philosophical context of the god factor project said west,joy
i feel like an ungrateful bitch because of what i made you see,sadness
i was already feeling kind of frantic and upset because im spending another year in that god forsaken school,fear
i reply i do my best to reply to questions but feel free to contact me via twitter isobelmeg xx,joy
i remember waking up feeling anxious and excited to read the bible its amazing how god will change your desires,fear
i had a horrible horrible horrible time and honestly this music the monkees was one of the few things that made me feel truly happy and right now i m tearing up which is stupid because yes i am feeling happy,joy
i know a lot but i feel so stupid because i can not portray it,sadness
im updating my blog because i feel shitty,sadness
i still feel stupid to be in that class this is all cause off pbss fault,sadness
i am not a people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage,anger
i feel needy but comfortable with it i feel vulnerable but secure i feel the urge to cum hard but i get no relief,sadness
i get it crumble but thanks for feeling the need to tell me that im the one who is fucked up,anger
i feel like im at the spa getting a wonderful facial when i use them,joy
i have had no interest at all to make any effort to meet men and when the chance arrises i then feel burdened with negative thoughts of he ll just be another idiot only after one thing,sadness
i loved about ellie is that she didnt feel insulted by all the rude douche baggy things lothaire said to her because according to ellie insults only hurt when they come from somebody you respect damn straight,anger
i couldn t help but feel pissed off at both sides of the debate and the unnecessary dichotomy itself,anger
i said i feel ugly today,sadness
i feel stupid whenever this happens,sadness
i come home and feel so shitty i cant bring myself to do all the work i need to do,sadness
i feel so fucking worthless,sadness
i feel like a lot of men are royally fucked up and go through life wreaking havoc and end up destroying themselves in the process,anger
i also didnt feel i could be mad at god because i know inside me that god does nothing without a purpose,anger
is hand started fondling his aching cock through the fabric of his boxers and he instinctively arched his back to feel more of the delicious sensation,joy
i am feeling sinfully horny this sunday morning,love
im feeling a lot less ugly duckling and a lot more a href http,sadness
i feel like the people that i myself love want and need don t talk to me and don t connect with me anymore because they have fucked up mental health and emotional problems that i can t help contribute contain understand or encompass,anger
i am writing and sharing here is much more about my own story and what i believe with all my heart the world needs to know the riches we have in god than me feeling angry towards or trying to bash the people and leaders and parents,anger
i feel god in my life more now than i ever have before and things are so wonderful right now,joy
i hate feeling like this this is bullshit ok i m so done bye,joy
i feel ugly i cover myself with a beautiful blanket in a make believe gown,sadness
i feel that i am afraid of whatever ad anything that will happen and idc is it good or bad i am just afraid and i hope god you will help me in whatever i do,fear
i feel ugly and hated,sadness
i feel it is dangerous especially for the new believer who is not grounded in the word of god,anger
i persevered through the storm of rejections feeling confident that i was doing what god had called me to do,joy
i was feeling particularly pissed off and wanted to go to a party,anger
i feel so damn agitated,anger
i feel like alcoholism is something that is widely accepted as the norm in gay culture,joy
i am who god has chosen to help my daughter become the woman god intended her to be even if i don t feel perfect,joy
i feel like an ugly monster where i cannot show who i really am lest i seem weird or just plainly an outcast,sadness
i feel inside this life is like a game sometimes then you came around me the walls just dissapeared nothing to surround me keep me from my fears im unprotected see how ive opened up youve made me trust coz ive never felt like this before im naked around you does it show,sadness
i feel like i fucked up big time but i have to protect a and myself,anger
i feel pissed off and angry,anger
i am feeling a little more relaxed i am certainly not feeling refreshed thanks to drunk dudes who decided letting off fireworks every half an hour all night would be super fun and the fact that it s impossible to sleep in the freezing cold with a complaining toddler but i have certainly rebooted,joy
i feel inside coz i m so fucking horny,love
im so proud of you no words can describe the way that makes my heart feel thank you god for my supportive amazing hubbard,love
i have made about sex i feel that women enjoy sex when their body and emotions are admired and respected,love
i have so much going on in my life and am constantly running like crazy i can always steal a quiet moment to acknowledge this child and the overwhelming excitement and anticipation that i feel god is truly faithful and brings everything around,love
i cause extreme worry and distress ground to remember fondly you forever mary prepares to feel unfortunate time eventuallythe intense emotion have sexual lovein condescend to come she by hand puts out strength wu mouth dont let oneself cry out,sadness
i want to get back in the habit of blogging about all the cool fun things im up to but am also trying to get out of this rut of only writing about feeling shitty,sadness
i suck up is the boring dull town and the feeling being missed by my family and bf,sadness
i do feel numb but only because i have so many fucking feels that i ve shorted out from feeling them,sadness
i can say is that as long as you enjoy the story it entertains you and makes you feel emotional whether it be sad happy angry disgusted or just plain horny then who really gives a damn,sadness
i also feel this conversation could dovetail quite easily into another about images and objects that are ugly to serve the purpose of being ironic,sadness
i get making employees feel valued i really do but in this economy where another k jobs were dumped last week alone i suspect the majority of people are thinking like rudy and i thank god we still have a job,joy
im looking upon the next year as an adventure which very likely will make me curse mathematics and other subjects to hell but eventually make me feel relieved,joy
i feel like such a noob when the customers make really dull and stupid jokes that im supposed to find funny,sadness
i cant help but think if id just shut up if id just not made a big deal of what was essentially two adults meeting at the same table for a hot beverage then perhaps i wouldnt have spent the bulk of the weekend feeling like a stupid shit,sadness
i have a feeling there are a lot of pissed off people in sea org in hollywood where scientology has become the monster that devoured wa wonderfully sleazy bohemian area,anger
i feel rejected for trying to find my path to a stronger relationship and bond with god,sadness
i feel assaulted by this shit storm of confusion anger and hurt feelings that tsunami d us both away from each other,fear
i feel so fucking low,sadness
i feel reassured that the county government in my county takes the murder of an illegal immigrant in a back alley seriously enough to prosecute someone years later,joy
i must confess that im still feeling very uncertain about how god is going to work everything out,fear
i am working right now guys and feel horny and so much passion,love
i have a feeling hell be the kid up there shooting daggers out of his eyes annoyed that hes standing up there holding flowers,anger
im feeling dangerous and ill just write and figure out where the hell itll take me,anger
im trying to be understanding open minded and fair but im feeling completely pissed to the max about a few things,anger
i make myself feel useful by fucking a guy,joy
im feeling extremely fabulous with my jacket and shoes aint no bitches gonna bring me down hahah,joy
ive have chosen to walk with jesus and maybe im feeling a bit miserable im going to suck it up and think about these three dudes,sadness
i am feeling contented and pissed at the same time,joy
i am sat here feeling mightily distracted and not wanting to write the next scene of my nano just yet rape torture bad stuff,anger
i tried adding in any other type of cheese and we re talking small quantities i was right back to feeling shitty,sadness
i grew up feeling ugly and inadequate,sadness
i mean the idea is intoxicating of course and it feels amazing when its happening but what happens in the morning when you wake up and you have to go to work and so amp so is all up in your shit about something that is completely impractical,surprise
i exist for does my existence even mean anything to anyone apart from my family i always wonder about my existence and the fuck now i feel so dumb ive never thought about the purpose of it,sadness
i woke up i feel thankful to god for giving me another day to go on,joy
i mean is that when we are true to ourselves and our style and we see a reflection we like in the mirror all of the ugliness in society that is there to make us feel ugly or inadequate based on our looks suddenly becomes completely annulled,sadness
im far ahead than the released tankouban that are sold here it just wont be the same anymore and the wait wont be as thrilling but damn me if i even feel slightly remorseful for that,sadness
im not constantly horny or always feeling playful,joy
i was wasting my life away going out with one person after another to find love feeling shitty and anti social about my polytechnic life i met this guy,sadness
i just finished watching a korean drama secret garden omg and am feeling the way girls do after such shows a mixture of hope and a little tug of truth that says those romantic gestures only exist in films,love
im also still feeling whiney as hell so its possible i could rant a bit today,sadness
i feel like the leadership training was a perfect vision of what god wants missionary work to be now,joy
i feel i am appreciative i take care of the baby i try to keep the apt clean as much as possible and i try not to call him a million times to find out when hell be home it varies from day to day as he is sort of self employed so its hard to plan things around his schedule,joy
i feel stupid enough,sadness
i wanna feel that gorgeous body a yers underneath me next time i m fuckin ya alex took a deep breath and her eyes seemed to glow while she imagined the scenario in her mind a scene she had pictured many times before,joy
i sure would love to stop feeling so horny all the time,love
i appreciate how clean their lifestyles are even though i admit there were a few moments where the complete aversion to substances sex made me feel a little repressed,sadness
id ever known so i figured it was normal for me to feel ugly dumb and weird,sadness
i guess no matter how much i think im feeling ok im as nervous as hell on the inside about the scan revealing something i dont want to know again,joy
i am definitely feeling the effects of the progesterone in two ways my breasts are tender and i m tired,love
i am no longer even remotely ok with my body and i feel ugly to the person who swore to love me,sadness
i feel that they ignored the systemic nature of a pattern of sexual abuse and mishandling of reports of sexual abuse in the service of understandably wishing to defend and protect a friend and his reputation,sadness
i feel like an ungrateful ass a href http thisisntcuteanymore,sadness
i feel the need to compensate with only the most perfect jacket as a topper to cover where my boobs do not fulfill their duties,joy
i remember being appalled feeling personally insulted that they could have thought that i would listen to something as vulgar as the bee gees,anger
i know i haven t met most of you in person but i feel so honored to be able to come together with you as we grow closer to god,joy
i feel fucking woeful looking at the other girls,sadness
i feel so damn curious with what this blond doctor plan to do this night,surprise
im feeling brave ill snatch him to on my lap and after a few seconds of struggling he completely relaxes and submits to mommy scratches,joy
i feel that poachers and others who kill animals for their pelts ivory or other parts should be punished severely i find hunting and fishing cruel,sadness
i am in the need of some extra guidance and i am feeling doubtful god seems to put the right message in my ear that i need at just the right time,fear
i feel i might have lost the potty training train,sadness
im afraid to call the guy from yesterday because i think hell be angry because i think my boss is angry because i dont communicate with him and i feel like im doing a shitty job and i project my fears onto him,sadness
i find it helps to let go of self will by saying let your will be done not mine or when i m feeling particularly impatient in god s time not my time,anger
i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me,anger
i feel really shitty and it s seriously like the whole thing is ruined,sadness
i really feel pissed off as i want to spend more time with you,anger
i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,sadness
i always feel sympathetic for those that do as well because life can be really hard on you sometimes when you do have alot of pride,love
i always buy a couple of pork loins when they go on sale and when i m feeling clever i cut them in half and tuck them into gallon size ziplocks with a marinade and stuff them in the freezer,joy
i feel like everything that i hope to become a piller in my life i cling to i despise myself for clinging to something like a hopeless fucking baby,sadness
i have been learning and re learning the lesson that no matter how i feel about myself or even how others may feel about me i am treasured by god,love
i was feeling a little fearful of trying to eat this damn thing,fear
i took care of myself by avoiding family events that make me feel shitty,sadness
i feel like a moronic bastard,sadness
i roll my tongue over your labia sucking and nibbling drawing your flesh into my mouth and letting you feel the delicate pinch of my teeth,love
i feel your frustration but it s time to calm the hell down,joy
i slowly realized that even the next day when the six hour effects had worn off i was feeling more energetic and could concentrate working through emotional crap better,joy
i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,sadness
i always feel stupid afterwards,sadness
i was feeling a bit jaded that day but told myself why the hell not,sadness
im feeling so damn gloomy too,sadness
i dont want to always be judgmental of particular men or scenarios that i often see in this area but with so much trafficking forced sex work and what basically amounts to slavery its hard not to feel slightly embittered and disillusioned,sadness
i really feel like they were gentle reminders that while god hasnt always promised an easy road he has promised to be with us as we travel the rough ones,love
i feel tortured delilahlwl am considering i had one the other day about one of my closest friends raping and killing chicks,anger
